No.,Time,Source,Destination,Length,Protocol,Info,Attack
163,"2025-06-04 06:50:28,748220",extension.femetrics.grammarly.io,Asus.local,56,TCP,https(443)  >  50551 [ACK] Seq=4571 Ack=2519 Win=50688 Len=0,1
164,"2025-06-04 06:50:28,748247",Asus.local,extension.femetrics.grammarly.io,54,TCP,50551  >  https(443) [ACK] Seq=15287 Ack=4609 Win=65024 Len=0,1
165,"2025-06-04 06:50:28,751880",extension.femetrics.grammarly.io,Asus.local,56,TCP,https(443)  >  50551 [ACK] Seq=4609 Ack=5423 Win=86528 Len=0,1
166,"2025-06-04 06:50:28,751880",extension.femetrics.grammarly.io,Asus.local,56,TCP,https(443)  >  50551 [ACK] Seq=4609 Ack=8327 Win=104448 Len=0,1
167,"2025-06-04 06:50:28,752816",extension.femetrics.grammarly.io,Asus.local,56,TCP,https(443)  >  50551 [ACK] Seq=4609 Ack=11231 Win=108800 Len=0,1
168,"2025-06-04 06:50:28,754039",extension.femetrics.grammarly.io,Asus.local,56,TCP,https(443)  >  50551 [ACK] Seq=4609 Ack=14135 Win=108800 Len=0,1
169,"2025-06-04 06:50:28,798587",extension.femetrics.grammarly.io,Asus.local,56,TCP,https(443)  >  50551 [ACK] Seq=4609 Ack=15249 Win=108800 Len=0,1
170,"2025-06-04 06:50:28,813207",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,0
171,"2025-06-04 06:50:28,859309",Asus.local,2606:4700:20::ac43:4b27,86,TCP,[TCP Retransmission] 50550  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM,1
172,"2025-06-04 06:50:28,889593",Asus.local,133.1.158.34.bc.googleusercontent.com,65,TCP,"63600  >  tripe(4070) [PSH, ACK] Seq=1 Ack=1 Win=253 Len=11",1
173,"2025-06-04 06:50:28,983631",extension.femetrics.grammarly.io,Asus.local,56,TCP,https(443)  >  50551 [ACK] Seq=4609 Ack=15287 Win=108800 Len=0,1
174,"2025-06-04 06:50:29,086415",133.1.158.34.bc.googleusercontent.com,Asus.local,65,TCP,"tripe(4070)  >  63600 [PSH, ACK] Seq=1 Ack=12 Win=33 Len=11",1
175,"2025-06-04 06:50:29,137084",Asus.local,133.1.158.34.bc.googleusercontent.com,54,TCP,63600  >  tripe(4070) [ACK] Seq=12 Ack=12 Win=253 Len=0,1
176,"2025-06-04 06:50:29,334135",Asus.local,180.250.245.142,99,DNS,Standard query 0x133c PTR 133.245.250.180.in-addr.arpa OPT,1
177,"2025-06-04 06:50:29,338459",180.250.245.142,Asus.local,99,DNS,Standard query response 0x133c Server failure PTR 133.245.250.180.in-addr.arpa OPT,1
178,"2025-06-04 06:50:29,415106",Asus.local,52.182.143.210,54,TCP,"50549  >  https(443) [RST, ACK] Seq=1 Ack=1 Win=0 Len=0",1
179,"2025-06-04 06:50:29,573641",extension.femetrics.grammarly.io,Asus.local,426,TLSv1.2,Application Data,0
180,"2025-06-04 06:50:29,617508",Asus.local,extension.femetrics.grammarly.io,54,TCP,50551  >  https(443) [ACK] Seq=15287 Ack=4981 Win=64768 Len=0,1
181,"2025-06-04 06:50:30,347454",Asus.local,180.250.245.142,96,DNS,Standard query 0x660a PTR 133.1.158.34.in-addr.arpa OPT,1
182,"2025-06-04 06:50:30,347573",Asus.local,180.250.245.142,98,DNS,Standard query 0xf078 PTR 210.143.182.52.in-addr.arpa OPT,1
183,"2025-06-04 06:50:30,347610",Asus.local,180.250.245.142,99,DNS,Standard query 0x133c PTR 133.245.250.180.in-addr.arpa OPT,1
184,"2025-06-04 06:50:30,356371",180.250.245.142,Asus.local,99,DNS,Standard query response 0x133c Server failure PTR 133.245.250.180.in-addr.arpa OPT,1
185,"2025-06-04 06:50:30,432901",Asus.local,2001:4489:50a:101::2,97,DNS,Standard query 0x3d00 A ops.gx.nvidia.com,1
186,"2025-06-04 06:50:30,433123",Asus.local,2001:4489:50a:101::2,97,DNS,Standard query 0x5750 AAAA ops.gx.nvidia.com,1
187,"2025-06-04 06:50:30,534508",Asus.local,180.250.245.142,77,DNS,Standard query 0x5750 AAAA ops.gx.nvidia.com,1
188,"2025-06-04 06:50:30,534508",Asus.local,180.250.245.142,77,DNS,Standard query 0x3d00 A ops.gx.nvidia.com,1
189,"2025-06-04 06:50:30,544476",180.250.245.142,Asus.local,182,DNS,Standard query response 0x3d00 A ops.gx.nvidia.com CNAME ops.gx.nvidia.com.edgesuite.net CNAME a543.d.akamai.net A 23.219.204.219 A 23.219.204.235,0
190,"2025-06-04 06:50:30,580696",180.250.245.142,Asus.local,208,DNS,Standard query response 0x5750 AAAA ops.gx.nvidia.com CNAME ops.gx.nvidia.com.edgesuite.net CNAME a543.d.akamai.net SOA n0d.akamai.net,0
191,"2025-06-04 06:50:30,581627",Asus.local,a543.d.akamai.net,66,TCP,50552  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM,1
192,"2025-06-04 06:50:30,588623",a543.d.akamai.net,Asus.local,66,TCP,"https(443)  >  50552 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1384 SACK_PERM WS=128",1
193,"2025-06-04 06:50:30,588681",Asus.local,a543.d.akamai.net,54,TCP,50552  >  https(443) [ACK] Seq=1 Ack=1 Win=65280 Len=0,1
194,"2025-06-04 06:50:30,589117",Asus.local,a543.d.akamai.net,236,TLSv1.2,Client Hello (SNI=ops.gx.nvidia.com),0
195,"2025-06-04 06:50:30,593743",a543.d.akamai.net,Asus.local,54,TCP,https(443)  >  50552 [ACK] Seq=1 Ack=183 Win=64128 Len=0,1
196,"2025-06-04 06:50:30,616477",a543.d.akamai.net,Asus.local,1506,TCP,"[TCP Previous segment not captured] https(443)  >  50552 [PSH, ACK] Seq=1453 Ack=183 Win=64128 Len=1452",0
197,"2025-06-04 06:50:30,616477",a543.d.akamai.net,Asus.local,248,TLSv1.2,Ignored Unknown Record,0
198,"2025-06-04 06:50:30,616506",Asus.local,a543.d.akamai.net,66,TCP,[TCP Dup ACK 193#1] 50552  >  https(443) [ACK] Seq=183 Ack=1 Win=65280 Len=0 SLE=1453 SRE=2905,1
199,"2025-06-04 06:50:30,616527",Asus.local,a543.d.akamai.net,66,TCP,[TCP Dup ACK 193#2] 50552  >  https(443) [ACK] Seq=183 Ack=1 Win=65280 Len=0 SLE=1453 SRE=3099,1
200,"2025-06-04 06:50:30,618254",a543.d.akamai.net,Asus.local,1506,TLSv1.2,"[TCP Fast Retransmission] , Server Hello",0
201,"2025-06-04 06:50:30,618300",Asus.local,a543.d.akamai.net,54,TCP,50552  >  https(443) [ACK] Seq=183 Ack=3099 Win=65280 Len=0,1
202,"2025-06-04 06:50:30,620076",Asus.local,a543.d.akamai.net,180,TLSv1.2,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",0
203,"2025-06-04 06:50:30,626412",a543.d.akamai.net,Asus.local,56,TCP,https(443)  >  50552 [ACK] Seq=3099 Ack=309 Win=64128 Len=0,1
204,"2025-06-04 06:50:30,673137",a543.d.akamai.net,Asus.local,312,TLSv1.2,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",0
205,"2025-06-04 06:50:30,676340",Asus.local,a543.d.akamai.net,302,TLSv1.2,Application Data,0
206,"2025-06-04 06:50:30,683808",a543.d.akamai.net,Asus.local,490,TLSv1.2,Application Data,0
207,"2025-06-04 06:50:30,683808",a543.d.akamai.net,Asus.local,85,TLSv1.2,Encrypted Alert,1
208,"2025-06-04 06:50:30,683808",a543.d.akamai.net,Asus.local,54,TCP,"https(443)  >  50552 [FIN, ACK] Seq=3824 Ack=557 Win=64128 Len=0",1
209,"2025-06-04 06:50:30,683852",Asus.local,a543.d.akamai.net,54,TCP,50552  >  https(443) [ACK] Seq=557 Ack=3825 Win=64768 Len=0,1
210,"2025-06-04 06:50:30,683922",Asus.local,a543.d.akamai.net,85,TLSv1.2,Encrypted Alert,1
211,"2025-06-04 06:50:30,683952",Asus.local,a543.d.akamai.net,54,TCP,"50552  >  https(443) [FIN, ACK] Seq=588 Ack=3825 Win=64768 Len=0",1
212,"2025-06-04 06:50:30,723800",a543.d.akamai.net,Asus.local,54,TCP,"[TCP Retransmission] https(443)  >  50552 [FIN, ACK] Seq=3824 Ack=557 Win=64128 Len=0",1
213,"2025-06-04 06:50:30,723833",Asus.local,a543.d.akamai.net,54,TCP,[TCP Dup ACK 209#1] 50552  >  https(443) [ACK] Seq=589 Ack=3825 Win=64768 Len=0,1
214,"2025-06-04 06:50:30,768599",a543.d.akamai.net,Asus.local,54,TCP,https(443)  >  50552 [RST] Seq=3825 Win=0 Len=0,1
215,"2025-06-04 06:50:30,768599",180.250.245.142,Asus.local,147,DNS,Standard query response 0x660a PTR 133.1.158.34.in-addr.arpa PTR 133.1.158.34.bc.googleusercontent.com OPT,1
216,"2025-06-04 06:50:30,828497",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,1
217,"2025-06-04 06:50:30,874159",Asus.local,2606:4700:20::ac43:4b27,86,TCP,[TCP Retransmission] 50550  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM,1
218,"2025-06-04 06:50:31,189505",180.250.245.142,Asus.local,172,DNS,Standard query response 0xf078 No such name PTR 210.143.182.52.in-addr.arpa SOA ns1-201.azure-dns.com OPT,1
219,"2025-06-04 06:50:31,743809",Asus.local,2001:4489:50a:101::2,101,DNS,Standard query 0xb23c AAAA events.gfe.nvidia.com,1
220,"2025-06-04 06:50:31,851092",Asus.local,180.250.245.142,81,DNS,Standard query 0xb23c AAAA events.gfe.nvidia.com,1
221,"2025-06-04 06:50:31,885298",180.250.245.142,Asus.local,146,DNS,Standard query response 0xb23c AAAA events.gfe.nvidia.com SOA dns1.p07.nsone.net,1
222,"2025-06-04 06:50:31,885806",Asus.local,72.25.64.2,66,TCP,50553  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM,1
223,"2025-06-04 06:50:32,099673",72.25.64.2,Asus.local,66,TCP,"https(443)  >  50553 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1440 WS=256 SACK_PERM",1
224,"2025-06-04 06:50:32,099764",Asus.local,72.25.64.2,54,TCP,50553  >  https(443) [ACK] Seq=1 Ack=1 Win=65280 Len=0,1
225,"2025-06-04 06:50:32,100158",Asus.local,72.25.64.2,258,TLSv1.2,Client Hello (SNI=events.gfe.nvidia.com),0
226,"2025-06-04 06:50:32,316168",72.25.64.2,Asus.local,1494,TCP,"https(443)  >  50553 [PSH, ACK] Seq=1 Ack=205 Win=130816 Len=1440 [TCP PDU reassembled in 228]",0
227,"2025-06-04 06:50:32,316168",72.25.64.2,Asus.local,1494,TCP,"https(443)  >  50553 [PSH, ACK] Seq=1441 Ack=205 Win=130816 Len=1440 [TCP PDU reassembled in 228]",0
228,"2025-06-04 06:50:32,316168",72.25.64.2,Asus.local,513,TLSv1.2,"Server Hello, Certificate",0
229,"2025-06-04 06:50:32,316238",Asus.local,72.25.64.2,54,TCP,50553  >  https(443) [ACK] Seq=205 Ack=3340 Win=65280 Len=0,1
230,"2025-06-04 06:50:32,316519",72.25.64.2,Asus.local,396,TLSv1.2,"Server Key Exchange, Server Hello Done",0
231,"2025-06-04 06:50:32,316548",Asus.local,72.25.64.2,54,TCP,50553  >  https(443) [ACK] Seq=205 Ack=3682 Win=65024 Len=0,1
232,"2025-06-04 06:50:32,317836",Asus.local,72.25.64.2,236,TLSv1.2,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",0
233,"2025-06-04 06:50:32,349882",Asus.local,180.250.245.142,94,DNS,Standard query 0x8c6b PTR 2.64.25.72.in-addr.arpa OPT,1
234,"2025-06-04 06:50:32,531532",72.25.64.2,Asus.local,56,TCP,https(443)  >  50553 [ACK] Seq=3682 Ack=387 Win=130816 Len=0,1
235,"2025-06-04 06:50:32,531988",72.25.64.2,Asus.local,60,TLSv1.2,Change Cipher Spec,1
236,"2025-06-04 06:50:32,532181",72.25.64.2,Asus.local,155,TLSv1.2,Encrypted Handshake Message,1
237,"2025-06-04 06:50:32,532202",Asus.local,72.25.64.2,54,TCP,50553  >  https(443) [ACK] Seq=387 Ack=3789 Win=65024 Len=0,1
238,"2025-06-04 06:50:32,574605",Asus.local,72.25.64.2,427,TLSv1.2,Application Data,0
239,"2025-06-04 06:50:32,574684",Asus.local,72.25.64.2,779,TLSv1.2,Application Data,0
240,"2025-06-04 06:50:32,584754",Asus.local,44.224.186.35.bc.googleusercontent.com,82,TLSv1.2,Application Data,1
241,"2025-06-04 06:50:32,604118",44.224.186.35.bc.googleusercontent.com,Asus.local,56,TCP,https(443)  >  50914 [ACK] Seq=1 Ack=29 Win=1050 Len=0,1
242,"2025-06-04 06:50:32,787700",72.25.64.2,Asus.local,56,TCP,https(443)  >  50553 [ACK] Seq=3789 Ack=760 Win=130560 Len=0,1
243,"2025-06-04 06:50:32,789707",72.25.64.2,Asus.local,56,TCP,https(443)  >  50553 [ACK] Seq=3789 Ack=1485 Win=130048 Len=0,1
244,"2025-06-04 06:50:32,790787",72.25.64.2,Asus.local,459,TLSv1.2,Application Data,0
245,"2025-06-04 06:50:32,790787",72.25.64.2,Asus.local,139,TLSv1.2,Encrypted Alert,1
246,"2025-06-04 06:50:32,790835",Asus.local,72.25.64.2,54,TCP,50553  >  https(443) [ACK] Seq=1485 Ack=4280 Win=64512 Len=0,1
247,"2025-06-04 06:50:32,790928",Asus.local,72.25.64.2,139,TLSv1.2,Encrypted Alert,1
248,"2025-06-04 06:50:32,790965",Asus.local,72.25.64.2,54,TCP,"50553  >  https(443) [FIN, ACK] Seq=1570 Ack=4280 Win=64512 Len=0",1
249,"2025-06-04 06:50:32,828252",180.250.245.142,Asus.local,156,DNS,Standard query response 0x8c6b No such name PTR 2.64.25.72.in-addr.arpa SOA dns2.nvidia.com OPT,1
250,"2025-06-04 06:50:32,832637",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,1
251,"2025-06-04 06:50:33,003754",72.25.64.2,Asus.local,54,TCP,https(443)  >  50553 [ACK] Seq=4280 Ack=1571 Win=131072 Len=0,1
252,"2025-06-04 06:50:33,130141",Asus.local,239.255.255.250,167,SSDP,M-SEARCH * HTTP/1.1 ,1
253,"2025-06-04 06:50:33,344610",Asus.local,180.250.245.142,97,DNS,Standard query 0xa5b9 PTR 44.224.186.35.in-addr.arpa OPT,1
254,"2025-06-04 06:50:33,460016",180.250.245.142,Asus.local,149,DNS,Standard query response 0xa5b9 PTR 44.224.186.35.in-addr.arpa PTR 44.224.186.35.bc.googleusercontent.com OPT,1
255,"2025-06-04 06:50:34,145497",Asus.local,2001:4489:50a:101::2,114,DNS,Standard query 0x461f A p2p-lax1.discovery.steamserver.net,1
256,"2025-06-04 06:50:34,148634",Asus.local,2001:4489:50a:101::2,107,DNS,Standard query 0xa6eb A prod.otel.kaizen.nvidia.com,1
257,"2025-06-04 06:50:34,148781",Asus.local,2001:4489:50a:101::2,107,DNS,Standard query 0x283a AAAA prod.otel.kaizen.nvidia.com,1
258,"2025-06-04 06:50:34,240038",Asus.local,180.250.245.142,94,DNS,Standard query 0x461f A p2p-lax1.discovery.steamserver.net,1
259,"2025-06-04 06:50:34,243282",180.250.245.142,Asus.local,126,DNS,Standard query response 0x461f A p2p-lax1.discovery.steamserver.net A 162.254.195.71 A 162.254.195.66,1
260,"2025-06-04 06:50:34,256005",Asus.local,180.250.245.142,87,DNS,Standard query 0x283a AAAA prod.otel.kaizen.nvidia.com,1
261,"2025-06-04 06:50:34,256005",Asus.local,180.250.245.142,87,DNS,Standard query 0xa6eb A prod.otel.kaizen.nvidia.com,1
262,"2025-06-04 06:50:34,259267",180.250.245.142,Asus.local,135,DNS,Standard query response 0xa6eb A prod.otel.kaizen.nvidia.com A 13.114.167.208 A 52.199.50.3 A 35.73.6.249,1
263,"2025-06-04 06:50:34,348898",Asus.local,180.250.245.142,99,DNS,Standard query 0xbf74 PTR 250.255.255.239.in-addr.arpa OPT,1
264,"2025-06-04 06:50:34,452852",180.250.245.142,Asus.local,168,DNS,Standard query response 0x283a AAAA prod.otel.kaizen.nvidia.com SOA ns-542.awsdns-03.net,1
265,"2025-06-04 06:50:34,453369",Asus.local,prod.otel.kaizen.nvidia.com,66,TCP,50554  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM,1
266,"2025-06-04 06:50:34,561185",prod.otel.kaizen.nvidia.com,Asus.local,66,TCP,"https(443)  >  50554 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256",1
267,"2025-06-04 06:50:34,561263",Asus.local,prod.otel.kaizen.nvidia.com,54,TCP,50554  >  https(443) [ACK] Seq=1 Ack=1 Win=65280 Len=0,1
268,"2025-06-04 06:50:34,561674",Asus.local,prod.otel.kaizen.nvidia.com,264,TLSv1.2,Client Hello (SNI=prod.otel.kaizen.nvidia.com),0
269,"2025-06-04 06:50:34,666198",prod.otel.kaizen.nvidia.com,Asus.local,54,TCP,https(443)  >  50554 [ACK] Seq=1 Ack=211 Win=28160 Len=0,1
270,"2025-06-04 06:50:34,666572",prod.otel.kaizen.nvidia.com,Asus.local,1506,TLSv1.2,Server Hello,0
271,"2025-06-04 06:50:34,666816",prod.otel.kaizen.nvidia.com,Asus.local,1506,TCP,https(443)  >  50554 [ACK] Seq=1453 Ack=211 Win=28160 Len=1452 [TCP PDU reassembled in 272],0
272,"2025-06-04 06:50:34,666816",prod.otel.kaizen.nvidia.com,Asus.local,1397,TLSv1.2,"Certificate, Server Key Exchange, Server Hello Done",0
273,"2025-06-04 06:50:34,666866",Asus.local,prod.otel.kaizen.nvidia.com,54,TCP,50554  >  https(443) [ACK] Seq=211 Ack=4248 Win=65280 Len=0,1
274,"2025-06-04 06:50:34,668655",Asus.local,prod.otel.kaizen.nvidia.com,147,TLSv1.2,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",1
275,"2025-06-04 06:50:34,769873",180.250.245.142,Asus.local,156,DNS,Standard query response 0xbf74 No such name PTR 250.255.255.239.in-addr.arpa SOA sns.dns.icann.org OPT,1
276,"2025-06-04 06:50:34,773885",prod.otel.kaizen.nvidia.com,Asus.local,258,TLSv1.2,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",0
277,"2025-06-04 06:50:34,773885",prod.otel.kaizen.nvidia.com,Asus.local,123,TLSv1.2,Application Data,1
278,"2025-06-04 06:50:34,773917",Asus.local,prod.otel.kaizen.nvidia.com,54,TCP,50554  >  https(443) [ACK] Seq=304 Ack=4521 Win=65024 Len=0,1
279,"2025-06-04 06:50:34,776247",Asus.local,prod.otel.kaizen.nvidia.com,141,TLSv1.2,Application Data,1
280,"2025-06-04 06:50:34,776287",Asus.local,prod.otel.kaizen.nvidia.com,181,TLSv1.2,Application Data,1
281,"2025-06-04 06:50:34,776337",Asus.local,prod.otel.kaizen.nvidia.com,92,TLSv1.2,Application Data,1
282,"2025-06-04 06:50:34,776387",Asus.local,prod.otel.kaizen.nvidia.com,1221,TLSv1.2,Application Data,0
283,"2025-06-04 06:50:34,846487",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,1
284,"2025-06-04 06:50:34,876975",Asus.local,2606:4700:20::ac43:4b27,86,TCP,[TCP Retransmission] 50550  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM,1
285,"2025-06-04 06:50:34,879896",prod.otel.kaizen.nvidia.com,Asus.local,56,TCP,https(443)  >  50554 [ACK] Seq=4521 Ack=556 Win=28160 Len=0,1
286,"2025-06-04 06:50:34,879896",prod.otel.kaizen.nvidia.com,Asus.local,92,TLSv1.2,Application Data,1
287,"2025-06-04 06:50:34,880911",prod.otel.kaizen.nvidia.com,Asus.local,304,TLSv1.2,Application Data,0
288,"2025-06-04 06:50:34,880911",prod.otel.kaizen.nvidia.com,Asus.local,92,TLSv1.2,Application Data,1
289,"2025-06-04 06:50:34,880940",Asus.local,prod.otel.kaizen.nvidia.com,54,TCP,50554  >  https(443) [ACK] Seq=1723 Ack=4847 Win=64768 Len=0,1
290,"2025-06-04 06:50:34,882135",Asus.local,prod.otel.kaizen.nvidia.com,54,TCP,"50554  >  https(443) [FIN, ACK] Seq=1723 Ack=4847 Win=64768 Len=0",1
291,"2025-06-04 06:50:34,985150",prod.otel.kaizen.nvidia.com,Asus.local,54,TCP,"[TCP Previous segment not captured] https(443)  >  50554 [FIN, ACK] Seq=4878 Ack=1724 Win=46080 Len=0",1
292,"2025-06-04 06:50:34,985150",prod.otel.kaizen.nvidia.com,Asus.local,85,TCP,"[TCP Out-Of-Order] https(443)  >  50554 [PSH, ACK] Seq=4847 Ack=1724 Win=46080 Len=31",1
293,"2025-06-04 06:50:34,985178",Asus.local,prod.otel.kaizen.nvidia.com,54,TCP,[TCP Dup ACK 289#1] 50554  >  https(443) [ACK] Seq=1724 Ack=4847 Win=64768 Len=0,1
294,"2025-06-04 06:50:34,985212",Asus.local,prod.otel.kaizen.nvidia.com,54,TCP,"50554  >  https(443) [RST, ACK] Seq=1724 Ack=4878 Win=0 Len=0",1
295,"2025-06-04 06:50:34,996422",BilianElectr_0a:cc:ef,Broadcast,42,ARP,Who has 192.168.1.1? Tell 192.168.1.3,1
296,"2025-06-04 06:50:35,087871",prod.otel.kaizen.nvidia.com,Asus.local,54,TCP,https(443)  >  50554 [RST] Seq=4847 Win=0 Len=0,1
297,"2025-06-04 06:50:35,297234",Asus.local,fe80::1,86,ICMPv6,Neighbor Solicitation for fe80::1 from b0:a4:60:b7:fb:5b,1
298,"2025-06-04 06:50:35,299429",fe80::1,Asus.local,78,ICMPv6,"Neighbor Advertisement fe80::1 (rtr, sol)",1
299,"2025-06-04 06:50:35,542617",zte_84:56:7e,Asus.local,42,ARP,Who has 192.168.1.18? Tell 192.168.1.1,1
300,"2025-06-04 06:50:35,542630",Asus.local,zte_84:56:7e,42,ARP,192.168.1.18 is at b0:a4:60:b7:fb:5b,1
301,"2025-06-04 06:50:35,949650",Asus.local,192.168.1.255,86,UDP,57621  >  57621 Len=44,1
302,"2025-06-04 06:50:36,052092",Asus.local,2001:4489:50a:101::2,112,DNS,Standard query 0xadb7 A mobile.events.data.microsoft.com,1
303,"2025-06-04 06:50:36,052276",Asus.local,2001:4489:50a:101::2,112,DNS,Standard query 0x3280 AAAA mobile.events.data.microsoft.com,1
304,"2025-06-04 06:50:36,152800",Asus.local,180.250.245.142,92,DNS,Standard query 0x3280 AAAA mobile.events.data.microsoft.com,1
305,"2025-06-04 06:50:36,152800",Asus.local,180.250.245.142,92,DNS,Standard query 0xadb7 A mobile.events.data.microsoft.com,1
306,"2025-06-04 06:50:36,155618",180.250.245.142,Asus.local,212,DNS,Standard query response 0xadb7 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus04.eastus.cloudapp.azure.com A 52.168.112.67,1
307,"2025-06-04 06:50:36,171273",180.250.245.142,Asus.local,261,DNS,Standard query response 0x3280 AAAA mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdweu03.westeurope.cloudapp.azure.com SOA ns1-201.azure-dns.com,1
308,"2025-06-04 06:50:36,171874",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,66,TCP,50555  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM,1
309,"2025-06-04 06:50:36,340094",Asus.local,180.250.245.142,143,DNS,Standard query 0xfa62 PTR 1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa OPT,1
310,"2025-06-04 06:50:36,340194",Asus.local,180.250.245.142,95,DNS,Standard query 0xb61f PTR 1.1.168.192.in-addr.arpa OPT,1
311,"2025-06-04 06:50:36,340259",Asus.local,180.250.245.142,97,DNS,Standard query 0x646f PTR 255.1.168.192.in-addr.arpa OPT,1
312,"2025-06-04 06:50:36,348373",180.250.245.142,Asus.local,172,DNS,Standard query response 0xb61f No such name PTR 1.1.168.192.in-addr.arpa SOA prisoner.iana.org OPT,1
313,"2025-06-04 06:50:36,394211",180.250.245.142,Asus.local,207,DNS,Standard query response 0xfa62 No such name PTR 1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa SOA b.ip6-servers.arpa OPT,1
314,"2025-06-04 06:50:36,395129",180.250.245.142,Asus.local,174,DNS,Standard query response 0x646f No such name PTR 255.1.168.192.in-addr.arpa SOA prisoner.iana.org OPT,1
315,"2025-06-04 06:50:36,430724",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,66,TCP,"https(443)  >  50555 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM",1
316,"2025-06-04 06:50:36,430815",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,54,TCP,50555  >  https(443) [ACK] Seq=1 Ack=1 Win=65280 Len=0,1
317,"2025-06-04 06:50:36,431198",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,571,TLSv1.3,Client Hello (SNI=mobile.events.data.microsoft.com),0
318,"2025-06-04 06:50:36,659782",ec2-44-206-106-120.compute-1.amazonaws.com,Asus.local,78,TLSv1.2,Application Data,1
319,"2025-06-04 06:50:36,659782",ec2-44-206-106-120.compute-1.amazonaws.com,Asus.local,54,TCP,"https(443)  >  50479 [FIN, ACK] Seq=25 Ack=1 Win=320 Len=0",1
320,"2025-06-04 06:50:36,659901",Asus.local,ec2-44-206-106-120.compute-1.amazonaws.com,54,TCP,50479  >  https(443) [ACK] Seq=1 Ack=26 Win=255 Len=0,1
321,"2025-06-04 06:50:36,687080",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,153,TLSv1.3,"Hello Retry Request, Change Cipher Spec",1
322,"2025-06-04 06:50:36,687831",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,491,TLSv1.3,"Change Cipher Spec, Client Hello (SNI=mobile.events.data.microsoft.com)",0
323,"2025-06-04 06:50:36,856206",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,1
324,"2025-06-04 06:50:36,940866",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,1506,TLSv1.3,Server Hello,0
325,"2025-06-04 06:50:36,942358",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,1506,TCP,https(443)  >  50555 [ACK] Seq=1552 Ack=955 Win=4193792 Len=1452 [TCP PDU reassembled in 327],0
326,"2025-06-04 06:50:36,942358",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,1506,TCP,https(443)  >  50555 [ACK] Seq=3004 Ack=955 Win=4193792 Len=1452 [TCP PDU reassembled in 327],0
327,"2025-06-04 06:50:36,942358",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,233,TLSv1.3,Application Data,1
328,"2025-06-04 06:50:36,942396",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,54,TCP,50555  >  https(443) [ACK] Seq=955 Ack=4635 Win=65280 Len=0,1
329,"2025-06-04 06:50:36,943253",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,3379,TLSv1.3,"Application Data, Application Data",0
330,"2025-06-04 06:50:37,195863",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,56,TCP,https(443)  >  50555 [ACK] Seq=4635 Ack=4280 Win=4194816 Len=0,1
331,"2025-06-04 06:50:37,195863",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,157,TLSv1.3,Application Data,1
