dttl;sload;dload;sloss;dloss;sinpkt;dinpkt;sjit;djit;swin;stcpb;dtcpb;dwin;tcprtt;synack;ackdat;smean;dmean;trans_depth;response_body_len;ct_srv_src;ct_state_ttl;ct_dst_ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;is_ftp_login;ct_ftp_cmd;ct_flw_http_mthd;ct_src_ltm;ct_srv_dst;is_sm_ips_ports;attack_cat;label
252;1356741016;1385485449;2;2;46284778;5481557;2461395282;76150773;255;2120189938;2827257507;255;97739;33761;63978;79;103;1;14;1;1;1;1;1;1;0;0;1;1;1;0;DoS;1
252;1947567773;8282032031;2;3;36512778;3254;1851790992;2104928236;255;3141333184;3688782502;255;69402;35025;34377;89;378;1;1436;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;8153709961;6909546875;4;4;55397153;60145363;2757288213;70333898;255;767569585;3589820817;255;86758;57863;28895;56;57;0;0;4;1;1;1;1;4;0;0;0;3;4;0;Fuzzers;1
252;2195551953;1581661328;6;5;53295765;71519539;2677868827;79031141;255;2298413648;3369092459;255;80419;33275;47144;155;146;0;0;1;1;2;1;1;1;0;0;0;1;4;0;Exploits;1
252;2032701758;4762815918;2;1;40678444;64537199;2131378654;101787672;255;2512637655;419055905;255;99115;53553;45562;106;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;1416957188;1078485352;14;8;3962909;59308145;2514850279;70619672;255;1118594827;2935223566;255;8491;61575;23335;702;84;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
252;1309024125;6327566406;2705;1;8097634;54273336;999922209;63600586;255;1748323556;287462897;255;143758;86642;57116;1323;43;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
252;1692379883;2114884766;2;2;37659;42555;1937961392;60596176;255;967118013;4120194830;255;91635;40255;5138;80;128;1;90;2;1;1;1;1;1;0;0;1;1;1;0;DoS;1
252;5945471191;5533707031;7;10;62884579;48693002;2990764048;2621335193;255;3083695214;2613797951;255;96073;74917;21156;47;359;0;0;1;1;2;1;1;1;0;0;0;1;1;0;Exploits;1
252;5102399414;3113668945;2;1;84467111;106090711;6057088309;147049406;255;843016790;2757705303;255;102438;53844;48594;56;44;0;0;1;1;1;1;1;2;0;0;0;1;1;0;Reconnaissance;1
252;1277708203;5589973145;2;1;35619333;56593398;1710907333;80817719;255;2245818532;2311004059;255;86109;36982;49127;57;45;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Shellcode;1
252;2142568945;1992175;2;2;40781778;3632643;1952597443;53597977;255;3308108982;1641553681;255;77193;48052;29141;109;131;1;98;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;77714288;0;0;0;7;0;0;0;0;0;0;0;0;0;0;68;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;DoS;1
252;112247168;1684517344;2;5;54772111;35214078;287289132;2730183603;255;2761920022;3566826875;255;71621;36119;35502;77;800;1;5068;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;1779697852;3432609766;2;2;37859111;41314715;1873569022;59201719;255;1662547502;1893834589;255;81875;50825;3105;84;209;1;430;1;1;1;1;1;1;0;0;1;1;1;0;DoS;1
0;224000000;0;0;0;3;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
252;4898592773;2989298828;2;1;88872111;113055859;6367552253;156082219;255;760093705;512491859;255;92538;38226;54312;56;44;0;0;1;1;2;1;1;1;0;0;0;1;2;0;Reconnaissance;1
0;232000000;0;0;0;7;0;0;0;0;0;0;0;0;0;0;203;0;0;0;5;2;2;1;1;5;0;0;0;2;5;0;Shellcode;1
252;1258914551;4379973633;8;4;7467561188;11947929;9375145145;35567552;255;1258417146;1861326755;255;108932;65087;43845;96;56;0;0;5;1;1;1;1;5;0;0;0;1;5;0;Fuzzers;1
252;2469526758;3309019688;2;6;36375556;20066267;1906726334;1635269407;255;1160354677;514290457;255;85007;27489;57518;113;906;1;0;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;1499262207;7477439063;2;3;42391222;37958333;208064079;2263833746;255;992830548;3879203431;255;85254;3954;45714;79;396;1;1537;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;293977793;6656880859;3;2;49224635;70482141;2509833838;89661328;255;814548613;1423057000;255;121115;8707;34045;194;69;0;0;1;1;1;1;1;2;0;0;0;1;1;0;Exploits;1
252;2061998633;7555315918;9;8;80242954;93532844;4509168055;116739383;255;2708788982;1203802522;255;125395;67622;57773;207;92;0;0;1;1;1;1;1;2;0;0;0;1;1;0;Exploits;1
252;5040581543;1497297344;6;17;86030475;42380136;4197850148;3028250477;255;3156940646;263729156;255;112586;66666;4592;54;827;0;0;4;1;1;1;1;1;0;0;0;2;1;0;Exploits;1
0;104000000;0;0;0;3;0;0;0;0;0;0;0;0;0;0;39;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;104000000;0;0;0;3;0;0;0;0;0;0;0;0;0;0;39;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Exploits;1
252;9444412109;3434331543;2;1;57857444;9287;3218618558;145555609;255;1622845501;129146287;255;110099;57437;52662;68;45;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Shellcode;1
252;5764101074;9661175;6;12;76497824;48764307;3791801253;2971762215;255;1680480956;827582567;255;88377;32155;56222;55;582;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
252;4592681641;280262085;2;1;96268444;12055657;6962485278;175687578;255;1216480660;2315613417;255;80034;40989;39045;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
252;1399690918;3590181875;2;9;43166726;19108;2343860318;1778419287;255;3924857131;620656127;255;96061;73689;22372;76;1015;1;10443;1;1;1;1;1;1;0;0;1;2;1;0;Exploits;1
252;4967195312;3031162354;2;1;90907556;104922859;615729677;147133359;255;1941453726;622864104;255;78085;30936;47149;56;44;0;0;4;1;1;1;1;1;0;0;0;2;1;0;Reconnaissance;1
252;1247402125;6127536133;2070;2;8538973;56776277;1048108498;65390594;255;1246500401;2594456459;255;79306;25946;5336;1324;43;0;0;1;1;1;1;1;2;0;0;0;1;1;0;DoS;1
252;1074281445;4755712402;2;1;39118222;63509398;1974184428;82903047;255;1691428778;2071679324;255;87666;5926;28406;56;45;0;0;2;1;1;1;1;1;0;0;0;1;2;0;Shellcode;1
0;29217390;0;0;0;23;0;0;0;0;0;0;0;0;0;0;84;0;0;0;5;2;1;1;1;1;0;0;0;2;1;0;Reconnaissance;1
0;224000000;0;0;0;3;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
252;1902472266;5178053223;2;1;35053556;61029199;1826965145;92982352;255;2773566798;311507358;255;113786;40927;72859;91;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;5147670625;6633453125;88;8;18316668;75058695;1814419301;88867266;255;2228989328;2427852136;255;162629;87548;75081;1179;64;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;2792000000;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1396;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;672000000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;84000000;0;0;0;8;0;0;0;0;0;0;0;0;0;0;84;0;0;0;2;2;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
252;6054412109;3694621582;2;1;72456111;93479711;5411986688;143919938;255;1289435853;1958897280;255;36172;1688;19292;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
252;6019492188;3673312012;2;1;75015556;9446;5856686828;148252813;255;3685276595;218706777;255;55437;705;48387;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
252;2076843359;155042125;2;3;30816;29941556;1526703697;1875445529;255;1955121065;934836504;255;53869;7171;46698;80;597;1;2540;1;1;1;1;1;1;0;0;1;2;1;0;Exploits;1
252;2976975;2976975;1;1;5;2;0;0;255;1089888449;423598219;255;12892;12892;0;48;48;0;0;2;4;1;1;1;2;0;0;0;1;2;0;Exploits;1
252;6514751953;3975537598;2;1;68868;88128289;543351407;138252438;255;576824336;3494983190;255;52544;691;45634;56;44;0;0;2;1;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
252;3471802344;1756942344;2;2;21122556;19921778;1106390556;1714842505;255;634514193;830372169;255;52237;6303;45934;92;464;1;1876;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;144000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;Analysis;1
0;144000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;Exploits;1
0;144000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;Exploits;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;Fuzzers;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;DoS;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;DoS;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;Exploits;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;Fuzzers;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;DoS;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;DoS;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;Exploits;1
252;7833638672;1081262793;7;9;55244049;54780713;3003477448;3593618904;255;3381023975;1150359159;255;51855;5569;46286;54;75;0;0;1;1;2;1;1;2;1;1;0;2;1;0;Exploits;1
252;7833638672;1081262793;7;9;55244049;54780713;3003477448;3593618904;255;3381023975;1150359159;255;51855;5569;46286;54;75;0;0;1;1;2;1;1;2;1;1;0;2;1;0;Exploits;1
0;2143594971;0;0;0;335884344;0;474999437;0;0;0;0;0;0;0;0;90;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;Reconnaissance;1
0;2143594971;0;0;0;335884344;0;474999437;0;0;0;0;0;0;0;0;90;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;DoS;1
0;2143594971;0;0;0;335884344;0;474999437;0;0;0;0;0;0;0;0;90;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;DoS;1
0;2143594971;0;0;0;335884344;0;474999437;0;0;0;0;0;0;0;0;90;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;Exploits;1
252;1944239375;9317707031;3;1;16351728;36284398;966663892;63554484;255;831472909;494833922;255;58036;10891;47145;425;45;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
252;7648551563;9571371094;2;1;18832;36139602;1009364964;60748477;255;2780487150;828693980;255;53478;6518;4696;199;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;6018485352;3672697754;2;1;75028111;89001859;5481721996;124375336;255;1782955927;255733498;255;98437;51577;4686;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;90000000;0;0;0;8;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;DoS;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Backdoor;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Exploits;1
0;119999992;0;0;0;6;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Fuzzers;1
0;119999992;0;0;0;6;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;DoS;1
0;119999992;0;0;0;6;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;DoS;1
0;119999992;0;0;0;6;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;DoS;1
0;119999992;0;0;0;6;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Exploits;1
0;360000000;0;0;0;2;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Exploits;1
0;119999992;0;0;0;6;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;DoS;1
0;51692308;0;0;0;13;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;119999992;0;0;0;6;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Exploits;1
252;1102962988;1068912578;6;9;41599176;33308904;199005476;1873381746;255;1475991882;3690820948;255;53139;682;46319;57;450;0;0;2;1;1;1;1;2;0;0;0;1;2;0;Exploits;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Fuzzers;1
0;44800000;0;0;0;15;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;DoS;1
252;1160080664;405659625;6;20;37205952;17981908;1843796052;1321553845;255;293677215;1819468955;255;50492;7112;4338;54;921;0;0;1;1;1;1;1;1;0;0;0;2;1;0;Exploits;1
252;3727582031;299480957;2;2;25110111;30414857;1362040071;53578387;255;709846722;2818662235;255;53994;7956;46038;117;121;1;78;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;DoS;1
252;2645332617;1706961563;2;3;25235222;24392667;1203594104;1760294515;255;2560575818;2990263853;255;52626;6827;45799;83;538;1;2248;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Exploits;1
0;299200000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;374;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;239999984;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;Exploits;1
252;6507078613;9006749023;7;9;67208857;69346747;3713460029;4407558062;255;1304956959;573928193;255;72545;23881;48664;55;76;0;0;1;1;2;1;1;2;1;1;0;2;1;0;Exploits;1
252;288461543;7326007324;2;1;25862667;39759;135664221;61574113;255;2688817882;4213136542;255;8045;4581;3464;98;45;1;0;1;1;1;1;1;2;0;0;1;1;1;0;Reconnaissance;1
252;196299625;2063833789;123;8;4995924;23263094;606286254;35574094;255;37144313;2847193607;255;49045;16461;32584;1226;61;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;33600000;0;0;0;2;0;0;0;0;0;0;0;0;0;0;84;0;0;0;27;2;1;1;1;1;0;0;0;9;1;0;Reconnaissance;1
252;1843253516;4829108398;2;1;38882778;63336602;2047389571;93902641;255;4036880057;4244516005;255;13977;54391;85379;95;45;1;0;5;1;2;2;1;5;0;0;1;2;5;0;Fuzzers;1
0;96000000;0;0;0;7;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;1924759521;0;0;0;415636344;0;587788625;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;DoS;1
0;1613858203;0;0;0;25776736;0;29430768;0;0;0;0;0;0;0;0;52;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;Backdoor;1
0;1613858203;0;0;0;25776736;0;29430768;0;0;0;0;0;0;0;0;52;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;DoS;1
0;1924759521;0;0;0;415636344;0;587788625;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;DoS;1
252;9875567383;2048463625;7;5507;34901071;5207182;2437926717;928124268;255;660150177;1867331307;255;48404;4971;43433;43;1330;0;0;1;1;1;1;1;1;0;0;0;1;1;0;DoS;1
0;1924759521;0;0;0;415636344;0;587788625;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;Exploits;1
252;2932566406;763814375;2;9;20972909;10274905;1154253369;1061350085;255;3832588857;1315057536;255;2988;1583;1405;77;1053;1;0;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;1924759521;0;0;0;415636344;0;587788625;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;Exploits;1
252;1496137305;228939675;2;172;26527067;4420243;1500427194;622776359;255;825415081;3887846602;255;70315;19991;50324;50;1291;1;217346;1;1;1;1;1;1;0;0;1;2;1;0;Exploits;1
0;84000000;0;0;0;8;0;0;0;0;0;0;0;0;0;0;84;0;0;0;2;2;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;1924759521;0;0;0;415636344;0;587788625;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;Exploits;1
252;137224625;1430041602;113;8;7117524;31946307;801855726;4275309;255;712613753;3524359574;255;64531;41766;22765;1221;60;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;88888888;0;0;0;9;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;Backdoor;1
0;1160479199;0;0;0;18750875;0;215203906;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;Reconnaissance;1
0;88888888;0;0;0;9;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;Exploits;1
0;1160479199;0;0;0;18750875;0;215203906;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;DoS;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;1;1;1;3;0;0;0;1;3;0;DoS;1
0;1160479199;0;0;0;18750875;0;215203906;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;DoS;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;1;1;1;3;0;0;0;1;3;0;DoS;1
0;1160479199;0;0;0;18750875;0;215203906;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;Exploits;1
252;2368007031;6556657227;2;1;28348667;43082199;1480415072;61149516;255;1181515496;1277330068;255;10315;57891;45259;90;45;1;0;2;1;1;1;1;2;0;0;1;1;1;0;Exploits;1
0;100000000;0;0;0;8;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;1;1;1;6;0;0;0;1;6;0;Analysis;1
252;97485375;1596179492;8;1;7173762;19773285;603474651;41316617;255;2784965672;3058370590;255;62073;1695;45123;902;44;0;0;1;1;2;1;1;1;0;0;0;1;1;0;Exploits;1
0;100000000;0;0;0;8;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;1;1;1;6;0;0;0;1;6;0;DoS;1
252;2649808594;8221012695;2;1;22000444;41043398;116031563;67676883;255;4239674941;3588497366;255;62684;12753;49931;80;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;Reconnaissance;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;DoS;1
252;6497327148;3964904297;2;1;69031889;8834243;54225544;138839625;255;4020424451;3658810051;255;62247;7082;55165;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;Exploits;1
252;7214204688;2545674375;2;4;29411111;22941636;1404568151;1737515013;255;1680976031;4196662150;255;6147;11537;49933;265;766;1;0;1;1;1;1;1;2;0;0;1;1;1;0;Exploits;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;Fuzzers;1
252;1395274805;1532224414;2;2;55170333;468;3736725152;102283641;255;878386441;143321442;255;92974;46452;46522;96;106;1;56;2;1;2;2;1;2;0;0;1;2;2;0;Exploits;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;DoS;1
252;6421834473;3918835938;2;1;69781889;8951857;5487191179;139412531;255;3725869419;282221455;255;60101;6208;53893;56;44;0;0;1;1;1;1;1;1;0;0;0;1;2;0;Reconnaissance;1
252;1110675313;9900169922;2;1;18643667;34767801;998062398;59820789;255;2059679192;1881073752;255;52293;7159;45134;279;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;DoS;1
252;648185498;3955462646;2;1;68931778;88599859;5378099901;138530906;255;1355468620;1438993678;255;52759;6774;45985;56;44;0;0;2;1;1;1;1;2;0;0;0;1;1;0;Reconnaissance;1
0;160000000;0;0;0;5;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;Exploits;1
252;1349705664;215613875;2;182;28781017;4688549;1479507869;62313258;255;488972002;2038348541;255;50516;6203;44313;49;1289;1;229585;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;1221480078;3587466797;6;7;37293235;36229059;181928642;44441703;255;634022743;3256018024;255;37243;17237;20006;57;167;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;DoS;1
252;3976082031;9830489258;2;1;18678444;34702398;1002946875;59495355;255;313650391;1073841901;255;53648;8769;44879;101;45;1;0;3;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
252;8376864063;1436547949;10;8;33792121;44076789;1797360268;49432383;255;50977269;3900459377;255;52881;653;46351;354;80;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;DoS;1
60;67029375;5126344922;0;0;1;7;0;0;0;0;0;0;0;0;0;693;53;0;0;1;0;1;1;1;1;0;0;0;1;2;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;Exploits;1
252;6655530625;1593678027;42;8;1261163;35956355;1237937501;49153508;255;3925606830;1090038504;255;54311;7124;47187;1049;72;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;2;2;2;6;0;0;0;4;6;0;Reconnaissance;1
252;25035;2473679844;2;4;25635222;2031491;1222462807;1597053086;255;4046914389;1684688202;255;51314;6465;44849;80;649;1;3406;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;2;2;2;6;0;0;0;4;6;0;DoS;1
252;6361400879;3881957031;2;1;70449;8878957;5494540365;136335797;255;377146176;2575294801;255;32785;17322;15463;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;2;2;2;6;0;0;0;4;6;0;Exploits;1
252;258219082;903380875;2;11;22616454;96564;1164896249;1133996654;255;2053748701;1328741404;255;52997;6655;46342;73;1124;1;13828;2;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;2;2;2;6;0;0;0;4;6;0;Exploits;1
252;4690744629;6368337402;7;9;93558092;89174144;4919001488;5250417324;255;1157241371;1184926425;255;96625;42871;53754;55;74;0;0;1;1;4;1;1;2;1;1;0;2;1;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;2;2;2;6;0;0;0;4;6;0;Exploits;1
252;1383910254;1307444238;10;10;76582998;72995398;4000316548;98159609;255;4081478244;3770194246;255;101534;58138;43396;132;125;0;0;2;1;1;1;1;1;0;0;0;2;1;0;DoS;1
252;4655665039;284105542;2;1;96931222;11993;5776370115;166182063;255;915913414;1131421766;255;109718;33395;76323;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Reconnaissance;1
0;200000000;0;0;0;4;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;2;2;2;6;0;0;0;4;6;0;DoS;1
252;4946941406;2897032471;3;1;54666271;109912203;3099715149;16287825;255;3545134189;2137945986;255;23955;68997;170553;348;45;0;0;1;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;100000000;0;0;0;8;0;0;0;0;0;0;0;0;0;0;100;0;0;0;4;2;2;2;2;4;0;0;0;4;4;0;Fuzzers;1
252;3324605938;1590610645;22;8;19892245;41775477;141212331;48188895;255;3697358168;1462983935;255;60429;1314;47289;827;84;0;0;2;1;1;1;1;1;0;0;0;1;1;0;Exploits;1
0;100000000;0;0;0;8;0;0;0;0;0;0;0;0;0;0;100;0;0;0;4;2;2;2;2;4;0;0;0;4;4;0;DoS;1
0;100000000;0;0;0;8;0;0;0;0;0;0;0;0;0;0;100;0;0;0;4;2;2;2;2;4;0;0;0;4;4;0;Exploits;1
252;2056411133;4985323828;2;2;31684111;3691157;1693469743;63248449;255;2644503951;1705530051;255;72126;14737;57389;81;254;1;590;1;1;1;1;1;1;0;0;1;1;1;0;Exploits;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;4;2;2;2;2;4;0;0;0;4;4;0;Exploits;1
0;128800000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;161;0;0;0;1;2;2;1;1;1;0;0;0;1;1;0;Shellcode;1
0;266666656;0;0;0;3;0;0;0;0;0;0;0;0;0;0;100;0;0;0;4;2;2;2;2;4;0;0;0;4;4;0;Exploits;1
